ORG. JUR,RAZON SOCIAL,NIT,MUN-COMERCIAL,CIIU-1,CIIU-2,CIIU-3,CIIU-4,ACTIVIDAD,NOMBRE PROPIO,NOMBRE REPRESENTANTE LEGAL
2,LACTEOS MONTAÑEZ,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION DE PRODUCTOS LACTEOS COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LACTEOS Y HUEVOS  EN ESTABLECIMIENTOS ESPECIALIZADOS,MONTAÑEZ SUAREZ ALEXANDER,
2,QUESOS JHORLAM,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACION DE PRODUCTOS LACTEOS COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LACTEOS Y HUEVOS,ALVAREZ GARCIA JAIME,
2,LACTEOS EL SARARE,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION DE PRODUCTOS LACTEOS COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LACTEOS Y HUEVOS,SILVA ARIZA JEAN CARLOS,
2,LACTEOSSAR,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACION DE PRODUCTOS LACTEOS 2. COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LACTEOS Y HUEVOS,RANGEL VALENCIA CARLOS URIEL,
2,LÁCTEOS SANTA ISABELA,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACION DE PRODUCTOS LACTEOS 2. COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LACTEOS Y HUEVOS,LIZCANO JAIMES MARIA VICTORIA,
2,LACTEOS YINED,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION DE PRODUCTOS LACTEOS COMERCIO AL POR MENOR DE LECHE  PRODUCTOS QUESOS,GUERRERO COBOS ALBEYRO,
2,COMERCIALIZADORA DE LÁCTEOS ROJAS,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACION DE PRODUCTOS LACTEOS 2. COMERCIO PRODUCTOS LACTEOS,ROJAS CARDOZA HEIDER,
2,LACTEOS JULIETH,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION DE PRODUCTOS LACTEOS COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LACTEOS QUESOS,RAMIREZ URBINA ELISABETH,
2,LÁCTEOS SABOR DEL CAMPO,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACIÓN DE PRODUCTOS LÁCTEOS 2. COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LÁCTEOS,BARRETO NEIRA OSCAR FABIAN,
2,LÁCTEOS KALETH,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACION DE PRODUCTOS LACTEOS 2. COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LACTEOS,BECERRA PABON ELISEO,
2,LÁCTEOS H&O,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACIÓN DE PRODUCTOS LÁCTEOS 2. COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LÁCTEOS,HERREÑO ORTIZ FREDY,
2,LÁCTEOS EL CHURRO,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACIÓN DE PRODUCTOS LÁCTEOS 2. COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LÁCTEOS,HERNADEZ FLOREZ LUIS ALFREDO,
2,LÁCTEOS MERNY,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACIÓN DE PRODUCTOS LÁCTEOS 2. COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LÁCTEOS,GARCIA MOSQUERA JOHN ALEXANDER,
2,LÁCTEOS TARAZONA,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,1. ELABORACIÓN DE PRODUCTOS LÁCTEOS 2. COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LÁCTEOS,TARAZONA PABON LUIS ALEJANDRO,
2,LÁCTEOS CREMOSAN,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACIÓN Y COMERCIALIZACIÓN DE QUESO,GRUESO ALVAREZ PLINIO,
2,LACTEOS MAIA,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACIÓN DE PRODUCTOS LÁCTEOS Y COMERCIALIZACON DE PRODUCTOS DERIVADOS DE LA LECHE.,LOAIZA BETANCUR FLOR MARIA,
2,PRODUCTOS JDH,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,H4921 ** Transporte de pasajeros,ELABORACIÓN Y COMERCIO DE PRODUCTOS LÁCTEOS  PREPARACIÓN Y VENTA DE ALIMENTOS  COMERCIO DE PRODUCTOS ALIMENTICIOS  TRANSPORTE DE PASAJEROS.,HERREÑO DUARTE JESUS DARIO,
2,LACTEOS BALLENA,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACIÓN Y COMERCIO AL POR MENOR DE PRODUCTOS LÁCTEOS.,BALLENA DIAZ JHON FREIDY,
2,HARVILAC,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACIÓN Y COMERCIO DE PRODUCTOS LÁCTEOS,YURLEY TATIANA DUARTE PEREZ,
2,LÁCTEOS YISELL,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACIóN Y COMERCIALIZACIóN DE PRODUCTOS LáCTEOS,INFANTE PLAZAS ARNULFO,
2,LACTEOS P VARGAS,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION Y VENTA DE PRODUCTOS LACTEOS,VARGAS VEGA PAULA ANDREA,
2,LACTEOS LA QUEENK,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION Y COMERCIO DE PRODUCTOS LACTEOS,FUENTES TARAZONA JONATHAN ALEXIS,
2,PRODUCTOS LAC'SMI,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION Y COMERCIALIZACION DE PRODUCTOS LACTEOS,JESUS ANDRES CARRERO RINCON,
2,PRODUCTOS ALBORI,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,C1104 ** Elaboracion de bebidas no alcoholicas  produccion de aguas minerales y otras aguas embotelladas,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,A0111 ** Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas,Envasado de Agua  Refrescos de Agua y Bebida Láctea Fermentada y sus derivados.,ALBORNOZ PICO JAVIER,
2,QUESOS GIRALVIC,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION Y VENTA DE QUESOS,GIRALDO DUARTE MARIA FERNANDA,
2,LACTEOS MUÑOZ,,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,ELABORACION Y COMERCIO DE PRODUCTOS LACTEOS  TRANSPORTE DE CARGA POR CARRETERA,MUÑOZ ADARME ALLERGIN,
16,QUESOS ANTONELLA MEJIA S.A.S ZOMAC,9012851855,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,,,MEJIA VILLAMIZAR ROBERTO CARLOS
16,COMERCIALIZADORA LOZANO & RODRIGUEZ ZOMAC SAS,9013098905,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,A0150 ** Explotacion mixta (agricola y pecuaria),H4923 ** Transporte de carga por carretera,COMERCIALIZACIÓN DE PRODUCTOS LÁCTEOS  PRODUCTOS CÁRNICOS Y TRANSPORTE.,,LOZANO SERRANO JUAN DIEGO
16,HEK INGENIERIA Y SUMINISTROS S.A.S ZOMAC,9014153194,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,M7490 ** Otras actividades profesionales  cientificas y tecnicas n.c.p.,D3530 ** Suministro de vapor y aire acondicionado,ELABORACION DE PRODUCTOS LACTEOS  COMERCIO AL MENOR DE LECHE  PRODUCTOS LACTEOS Y HUEVOS  OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS  SUMINISTROS.,,GUERRERO PABON HUGO
16,TRANSPORTE Y LACTEOS WENDY S.A.S ZOMAC,9014509145,81736 - SARAVENA,C1040 ** Elaboracion de productos lacteos,H4923 ** Transporte de carga por carretera,,,ELABORACION  COMERCIO Y TRANSPORTE DE PRODUCTOS LACTEOS.,,PARADA BECERRA JUAN SEBASTIAN
1,BARRERA ANGARITA ISMAEL,860798600,81736 - SARAVENA,C1051 ** Elaboracion de productos de molineria,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,1. GRANOLA 2. PRODUCTOS ALIMENTICIOS,,
2,YUCASAR,,81736 - SARAVENA,C1051 ** Elaboracion de productos de molineria,C1020 ** Procesamiento y conservacion de frutas  legumbres  hortalizas y tuberculos,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,ELABORACION DE PRODUCTOS DE  PROCESAMIENTO Y CONSERVACION COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS,ANTOLINES MARIA EUGENIA,
3,TRIMOSAR LIMITADA. EN LIQUIDACION,8001304335,81736 - SARAVENA,C1051 ** Elaboracion de productos de molineria,G4631 ** Comercio al por mayor de productos alimenticios,,,,,CACERES CONTRERAS SANDRA MILENA
2,GRANOLA NUTRI SABOR,,81736 - SARAVENA,C1051 ** Elaboracion de productos de molineria,C1081 ** Elaboracion de productos de panaderia,,,ELABORACION DE PRODUCTOS DE PANADERIA Y PRODUCTOS INTEGRALES - GRANOLA.,RODRIGUEZ OVIEDO ERNESTO,
2,ARROCERA LA GRANJA ARROZ BUMANGUES - SARAVENA,,81736 - SARAVENA,C1051 ** Elaboracion de productos de molineria,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,,,1. ELABORACION DE PRODUCTOS DE MOLINERIA 2. COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS  ANIMALES VIVOS,ARROCERA LA GRANJA SARAVENA S.A.S,
2,LA DESPENSA FRUTOS SECOS Y DELICATESSEN,,81736 - SARAVENA,C1051 ** Elaboracion de productos de molineria,C1030 ** Elaboracion de aceites y grasas de origen vegetal y animal,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,COMERCIO DE PRODUCTOS SECOS,POBLADOR MORENO OSCAR FERNAN,
16,TRILLADOS Y DISTRIBUCIONES DEL SARARE S. A. S.,9003589360,81736 - SARAVENA,C1051 ** Elaboracion de productos de molineria,G4631 ** Comercio al por mayor de productos alimenticios,,,,,ARENALES SANTOS JOSE LUIS
16,ARROCERA LA GRANJA SARAVENA S.A.S,9009557523,81736 - SARAVENA,C1051 ** Elaboracion de productos de molineria,A0150 ** Explotacion mixta (agricola y pecuaria),,,,,GOMEZ CASTILLO MILTON HERNANDO
2,CAFE FLOR DEL SARARE,,81736 - SARAVENA,C1062 ** Descafeinado  tostion y molienda del cafe,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,DESCAFEINADO  TOSTION Y MOLIENDA DEL CAFE COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS,RAMIREZ ARENAS BERNARDA,
2,CAFETERIA MOVIL SPRES,,81736 - SARAVENA,C1063 ** Otros derivados del cafe,I5613 ** Expendio de comidas preparadas en cafeterias,,,OTROS DERIVADOS DEL CAFE,BERMEO BERMEO ALEJANDRO,
2,JOSE WILMAR ALZA ALZA (COMERCIALIZADORA DE PRODUCTOS AGROPECUARIOS ALZA),,81736 - SARAVENA,C1072 ** Elaboracion de panela,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4923 ** NO LOCALIZADO EN TABLA DE CIIUS,,ELABORACION DE PANELA.  COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS.,ALZA ALZA JOSE WILMAR,
2,PANADERIA EL MANA ANDINO,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.  EN ESTABLECIMIENTOS ESPECIALIZADOS,CHIA JIMENEZ DANIEL,
2,DELICIAS DEL SARARE,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,C1084 ** Elaboracion de comidas y platos preparados,,,,PERDOMO HERREÑO SANDRA PATRICIA,
2,PANADERIA LA VENEZOLANA,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION Y COMERCIALIZACION DE PRODUCTOS DE PANADERIA,RODRIGUEZ FRANCO JOSE LUIS,
1,MORENO CORREA JOSE FREDY,880342304,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION DE PRODUCTOS DE PANADERIA COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS,,
1,BALLESTEROS  JAIMES CARLOS  HUMBERTO,13744240-1,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,,,,ELABORACION  DE PRODUCTOS DE PAN  Y TORTAS,,
2,SUPERPAN SARAREÑO,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,,,ELABORACION DE PRODUCTOS DE PANADERIA  EXPENDIO DE COMIDAS PREPARADAS.,TARAZONA MARIN JORMAN WILLIAM,
2,PAS´S PAN,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION DE PRODUCTOS DE PANADERIA COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS,TARAZONA MARIN HEILLER PASCUAL,
2,PANADERIA LA CORDILLERA ARAUCANA,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,,,,1. ELABORACIÓN DE PRODUCTOS DE PANADERÍA,MEDINA ARGUELLO LADY JULIBETH,
2,L.J.P PELUQUERIA,,81736 - SARAVENA,S9602 ** Peluqueria y otros tratamientos de belleza,,,,PELUQUERÍA Y OTROS TRATAMIENTOS,PINTO VERGEL ANDRY JULIETH,
2,PANADERÍA HERMANOS MANTILLA,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,1. ELABORACION DE PRODUCTOS DE PANADERIA 2. COMERCIO DE PRODUCTOS DE PANADERIA,MANTILLA PABON HUGO FERNEY,
2,PANADERIA Y PASTELERIA GELVEZ,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,Elaboracion de productos de panaderia omercio al por menor de otros productos alimenticios,GAUTA GELVEZ CARMEN PATRICIA,
2,PAN GUADALUPE,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION  Y VENTA DE PANADERIA,ROJAS SAYAGO GERARDO,
16,INDUSTRIAS XAMYPONQUE ZOMAC S.A.S,9012039835,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4631 ** Comercio al por mayor de productos alimenticios,,,,,MORENO CORREA JOSE FREDY
1,RODRIGUEZ RIVERA YOBANY,11157331295,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,,,,COMERCIO DE PAN,,
2,CLODETTE,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,,,ELABORACIÓN DE PRODUCTOS DE PANADERÍA.,RODRIGUEZ YULE EDGAR MAURICIO,
2,PANADERIA LUCAS,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACIÓN Y VENTA DE PRODUCTOS DE PANADERIA,CAMARGO DUARTE YUDI YARIZMA,
2,PANADERIA DELI SABOR,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACIÓN Y VENTA DE PRODUCTOS DE PANADERIA.,ROMERO ADOLFO,
1,CASTRO LIZARAZO NIDIA LISBETH,635626151,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,N8211 ** Actividades combinadas de servicios administrativos de oficina,,ELABORACIÓN Y VENTA DE PRODUCTOS DE REPOSTERÍA,,
2,MAXPAN CREMY,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,H4923 ** Transporte de carga por carretera,,VENTA Y ELABORACIÓN DE PRODUCTOS DE PANADERÍA.,PALLARES DURAN LEDY CECILIA,
2,PANADERIA EL AGRADO SARAVENA,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION DE PRODUCTOS DE PANADERIA COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.  EN ESTABLECIMIENTOS ESPECIALIZADOS,VARGAS DE CARVAJAL MYRIAN,
2,PAN TRIGAL,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACIÓN DE PRODUCTOS DE PANADERÍA  COMERCIO DE PRODUCTOS DE PANADERÍA Y PASTELERÍA,CARDENAS SOLER DARWYN,
2,PANADERIA DONALDMANIA,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACIÓN DE PRODUCTOS DE PANADERÍA VENTA DE PAN,CACERES VILLAMIZAR ANGEL MANUEL,
2,PANADERIA Y PASTELERIA BUEN SABOR,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,1. ELABORACION DE PRODUCTOS DE PANADERIA 2. COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.  EN ESTABLECIMIENTOS ESPECIALIZADOS,RAMOS LEON DIANA,
2,PANADERIA RICOS PAN EL PUNTO DEL SABOR,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION Y VENTA DE PRODUCTOS DE PANADERIA,MORA GONZALEZ DUVEL ARMANDO,
2,PANADERIA DELICIAS MALAGUEÑAS,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,,,,ELABORACION DE PRODUCTOS DE PANADERIA,MORENO LEON JUAN PABLO,
2,R PANADERIA DESDE 1995,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION DE PRODUCTOS DE PANADERIA,ROA MANRIQUE PEDRO FELIX,
2,PASTELERIA ROA,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION DE PRODUCTOS DE PANADERIA,ROA JAIMES FELIX EDUARDO,
2,TORTAS & POSTRES VEGANS,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,ELABORACION DE PRODUCTOS DE PANADERIA COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.  EN ESTABLECIMIENTOS ESPECIALIZADOS,MEJIA GELVEZ ELSA,
2,PANADERIA TRIGOPAN EXPRESS DEL SARARE,,81736 - SARAVENA,C1081 ** Elaboracion de productos de panaderia,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,,1. ELABORACION DE PRODUCTOS DE PANADERIA 2. COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.  EN ESTABLECIMIENTOS ESPECIALIZADOS,DURAN OSBERT,
